URL,Status,MentionedURL,MentionedSource,MentionedProperty,MentionedAuthor
https://chat.openai.com/share/53b38605-68e5-4922-81fe-e4588fb28d8a,200,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor/blob/024901492a40d2c12e4aa23fb6104385a436ff90/README.md,code file,code,JushBJJ
https://chat.openai.com/share/bb0d35d9-0239-492e-9ec2-49505aae202b,200,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor/blob/024901492a40d2c12e4aa23fb6104385a436ff90/README.md,code file,code,JushBJJ
https://chat.openai.com/share/a4336af0-6faa-4ffb-b5b0-a3bd7ef8f3aa,200,https://github.com/swyxio/ai-notes/blob/cc14012398f953723a31a67e8438e8efdd2a514d/Resources/ChatGPT%20Code%20Interpreter%20Capabilities.md,code file,code,swyx
https://chat.openai.com/share/38301a21-bf09-4274-848b-b9cd5523d461,200,https://github.com/swyxio/ai-notes/blob/cc14012398f953723a31a67e8438e8efdd2a514d/Resources/ChatGPT%20Code%20Interpreter%20Capabilities.md,code file,code,swyx
https://chat.openai.com/share/770ab170-8fed-402f-850f-e6d7273e77cd,200,https://github.com/swyxio/ai-notes/blob/cc14012398f953723a31a67e8438e8efdd2a514d/Resources/ChatGPT%20Code%20Interpreter%20Capabilities.md,code file,code,swyx
https://chat.openai.com/share/adc73608-4c80-497b-ad03-31de28bfa919,200,https://github.com/swyxio/ai-notes/blob/cc14012398f953723a31a67e8438e8efdd2a514d/Resources/ChatGPT%20Code%20Interpreter%20Capabilities.md,code file,code,swyx
https://chat.openai.com/share/a2a213c7-cb1e-441e-a651-129333fefb72,200,https://github.com/Shaunwei/RealChar/blob/09ecc65b188746c2f2125506a5cf60c27c81b0d7/realtime_ai_character/character_catalog/How_to_make,code file,code,pycui
https://chat.openai.com/share/73f29bc2-bbfe-43f1-a3a7-a3ce82a299c3,200,https://github.com/Shaunwei/RealChar/blob/09ecc65b188746c2f2125506a5cf60c27c81b0d7/realtime_ai_character/character_catalog/How_to_make,code file,code,pycui
https://chat.openai.com/share/cc0eb433-9bc0-48ea-861a-dfc7ed5acf43,200,https://github.com/epicweb-dev/epic-stack/blob/008f756323abb28053f2786341b4dd109de5ad43/docs/decisions/012-cuid.md,code file,code,kentcdodds
https://chat.openai.com/share/e0363ebf-ed6f-4fd8-9b76-ebf422ed9f62,200,https://github.com/leanprover-community/mathlib4/blob/61fc05bca210b556703c897004b5a03fca41fb7b/scripts/align-import.py,code file,code,urkud
